"Line number in raw-data/historische_familiennnamen.csv";"Name";"Canton";"Commune";"Reason"
211782;"von Goltz";"BE";"Erlach";"Duplicate entry in historische_familiennamen.csv"
211783;"von Gonzenbach";"BE";"Muri bei Bern";"Duplicate entry in historische_familiennamen.csv"
211784;"von Gonzenbach";"TG";"Hauptwil";"Duplicate entry in historische_familiennamen.csv"
211785;"von Goumoëns";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
211786;"von Goumoëns";"VD";"Lausanne";"Duplicate entry in historische_familiennamen.csv"
211787;"von Graefl";"ZH";"Winterthur";"Duplicate entry in historische_familiennamen.csv"
211788;"von Graffenried";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
211789;"von Graffenried";"BE";"La Neuveville";"Duplicate entry in historische_familiennamen.csv"
211790;"von Graffenried";"GE";"Genève";"Duplicate entry in historische_familiennamen.csv"
211791;"von Grebel";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211792;"von Grenus";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
211793;"von Grenus";"GE";"Genève";"Duplicate entry in historische_familiennamen.csv"
211794;"von Grenus";"VD";"Morges";"Duplicate entry in historische_familiennamen.csv"
211795;"von Greyerz";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
211796;"von Grolman";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211797;"von Gross";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
211798;"von Grünigen";"BE";"Saanen";"Duplicate entry in historische_familiennamen.csv"
211799;"von Grünigen";"GE";"Genève";"Duplicate entry in historische_familiennamen.csv"
211800;"von Grünigen";"ZH";"Winterthur";"Duplicate entry in historische_familiennamen.csv"
211801;"von Gunten";"BE";"Münchenbuchsee";"Duplicate entry in historische_familiennamen.csv"
211802;"von Gunten";"BE";"Rohrbach";"Duplicate entry in historische_familiennamen.csv"
211803;"von Gunten";"BE";"Sigriswil";"Duplicate entry in historische_familiennamen.csv"
211804;"von Gunten";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211805;"von Gunten";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211806;"von Gunten";"GE";"Bardonnex";"Duplicate entry in historische_familiennamen.csv"
211807;"von Gunten";"GE";"Genève";"Duplicate entry in historische_familiennamen.csv"
211808;"von Gunten";"GE";"Russin";"Duplicate entry in historische_familiennamen.csv"
211809;"von Gunten";"JU";"Alle";"Duplicate entry in historische_familiennamen.csv"
211810;"von Gunten";"NE";"Boudevilliers";"Duplicate entry in historische_familiennamen.csv"
211811;"von Gunten";"NE";"Môtiers";"Duplicate entry in historische_familiennamen.csv"
211812;"von Gunten";"NE";"Neuchâtel";"Duplicate entry in historische_familiennamen.csv"
211813;"von Gunten";"VD";"Chamblon";"Duplicate entry in historische_familiennamen.csv"
211814;"von Gunten";"VD";"Lausanne";"Duplicate entry in historische_familiennamen.csv"
211815;"von Gunten";"VD";"Puidoux";"Duplicate entry in historische_familiennamen.csv"
211816;"von Gunten";"ZH";"Uetikon am See";"Duplicate entry in historische_familiennamen.csv"
211817;"von Gunten";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211818;"von Götzen";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211819;"von Hagemeister";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
211820;"von Hagemeister";"VD";"Payerne";"Duplicate entry in historische_familiennamen.csv"
211821;"von Hagemeister";"VD";"Yverdon";"Duplicate entry in historische_familiennamen.csv"
211822;"von Halle";"TG";"Kefikon";"Duplicate entry in historische_familiennamen.csv"
211823;"von Haller";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
211824;"von Hallwyl";"AG";"Brugg";"Duplicate entry in historische_familiennamen.csv"
211825;"von Hallwyl";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
211826;"von Heeren";"TG";"Frauenfeld";"Duplicate entry in historische_familiennamen.csv"
211827;"von Hein";"AG";"Aarau";"Duplicate entry in historische_familiennamen.csv"
211828;"von Heininger";"BE";"Eriswil";"Duplicate entry in historische_familiennamen.csv"
211829;"von Heininger";"BE";"Gondiswil";"Duplicate entry in historische_familiennamen.csv"
211830;"von Herrenschwand";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
211831;"von Herrenschwand";"FR";"Murten";"Duplicate entry in historische_familiennamen.csv"
211832;"von Herzer";"ZH";"Elgg";"Duplicate entry in historische_familiennamen.csv"
211833;"von Herzer";"ZH";"Stallikon";"Duplicate entry in historische_familiennamen.csv"
211834;"von Hettlingen";"SZ";"Schwyz";"Duplicate entry in historische_familiennamen.csv"
211835;"von Heugel";"BE";"Innertkirchen";"Duplicate entry in historische_familiennamen.csv"
211836;"von Heuser";"ZH";"Winterthur";"Duplicate entry in historische_familiennamen.csv"
211837;"von Heydebrand";"SO";"Gänsbrunnen";"Duplicate entry in historische_familiennamen.csv"
211838;"von Hirsch";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211839;"von Hoerschelmann";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211840;"von Hoffmann";"LU";"Luzern";"Duplicate entry in historische_familiennamen.csv"
211841;"von Hoffmann";"SG";"Rorschach";"Duplicate entry in historische_familiennamen.csv"
211842;"von Holst";"TG";"Kreuzlingen";"Duplicate entry in historische_familiennamen.csv"
211843;"von Holten";"FR";"Fribourg";"Duplicate entry in historische_familiennamen.csv"
211844;"von Holten";"FR";"Pont (Veveyse)";"Duplicate entry in historische_familiennamen.csv"
211845;"von Holzen";"LU";"Luzern";"Duplicate entry in historische_familiennamen.csv"
211846;"von Holzen";"NW";"Buochs";"Duplicate entry in historische_familiennamen.csv"
211847;"von Holzen";"NW";"Ennetbürgen";"Duplicate entry in historische_familiennamen.csv"
211848;"von Holzen";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211849;"von Hornung";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211850;"von Hospenthal";"LU";"Luzern";"Duplicate entry in historische_familiennamen.csv"
211851;"von Hospenthal";"SZ";"Arth";"Duplicate entry in historische_familiennamen.csv"
211852;"von Hospenthal";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211853;"von Hoven";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
211854;"von Hoven";"BE";"Renan";"Duplicate entry in historische_familiennamen.csv"
